idx,task,label_x,label_y,label_z,label_rx,label_ry,label_rz,label_gripper,pred_x,pred_y,pred_z,pred_rx,pred_ry,pred_rz,pred_gripper,mae_xyz,mae_action,cos_xyz,sign_z_match,sign_gripper_match
10,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0031164188403636217,4.912660278577619e-10,-0.04663592204451561,0.0,0.0,0.0,-1.0,0.004949945490807295,0.007700956892222166,-0.015496545471251011,0.0,0.0,0.005352050065994263,0.9777836799621582,0.015635566785931587,0.2900060713291168,0.8407331109046936,True,False
11,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0033176993019878864,5.461114893634544e-10,-0.04138307645916939,0.0,0.0,0.0,-1.0,0.00875684805214405,-0.0049451738595962524,-0.0037907555233687162,0.0,0.0,0.005462462082505226,0.9894574880599976,0.018204012885689735,0.2927902638912201,0.28647226095199585,True,False
12,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003507697954773903,6.004123864755684e-10,-0.03680979087948799,0.0,0.0,0.0,-1.0,0.007299044169485569,0.001315828412771225,-0.02587457373738289,0.0,0.0,0.012690129689872265,0.9830807447433472,0.007685929071158171,0.28840407729148865,0.9312291741371155,True,False
13,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003684877883642912,6.539183083908995e-10,-0.032827477902173996,0.0,0.0,0.0,-1.0,0.01121026836335659,-0.0009817536920309067,-0.05613601580262184,0.0,0.0,0.07418615370988846,0.9733108282089233,0.013061813078820705,0.2980974614620209,0.9525322318077087,True,False
14,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003849002066999674,7.06528502369963e-10,-0.029359573498368263,0.0,0.0,0.0,-1.0,-0.0014783237129449844,-0.005811463575810194,0.005048468243330717,0.0,0.0,0.0019970936700701714,0.98731529712677,0.01419672742486,0.2902717888355255,-0.6140635013580322,False,False
15,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0040002865716814995,7.582025562946626e-10,-0.026339542120695114,0.0,0.0,0.0,-1.0,0.0010326597839593887,-0.0017565758898854256,-0.00801493413746357,0.0,0.0,0.004654506221413612,0.9855579137802124,0.008371376432478428,0.2879037857055664,0.9394333362579346,True,False
16,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.07999999821186066,-0.07999999821186066,-0.02471807971596718,0.0,0.0,0.0,-1.0,-0.0022884560748934746,-0.006240810267627239,0.005001746118068695,0.0,0.0,0.006845662835985422,0.9894392490386963,0.06192249059677124,0.3117217719554901,0.19987753033638,False,False
17,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.07999999821186066,-0.07999999821186066,-0.02404082380235195,0.0,0.0,0.0,-1.0,0.00951305776834488,0.0018010600470006466,-0.020664241164922714,0.0,0.0,0.007323817815631628,0.987541913986206,0.05188819393515587,0.30721861124038696,0.421963632106781,True,False
18,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.07999999821186066,-0.07999999821186066,-0.021161915734410286,0.0,0.0,0.0,-1.0,0.00840467307716608,-0.006271523889154196,-0.015494707971811295,0.0,0.0,0.011091587133705616,1.0010229349136353,0.05033033713698387,0.30901506543159485,0.6974717378616333,True,False
19,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.07999999821186066,-0.07999999821186066,-0.017456937581300735,0.0,0.0,0.0,-1.0,-0.008322970941662788,0.004653774667531252,-0.022069301456212997,0.0,0.0,0.006940655875951052,0.9870023727416992,0.059196364134550095,0.310218870639801,-0.23722447454929352,True,False
88,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003794545540586114,-0.0006307719741016626,-0.02407575584948063,0.0,0.0,0.0,-1.0,0.011385503225028515,0.001969545613974333,-0.04699217155575752,0.0,0.0,0.011493654921650887,0.9809681177139282,0.013565593399107456,0.2904512286186218,0.9212436079978943,True,False
86,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003750648582354188,-0.0005668604862876236,-0.02998710796236992,0.0,0.0,0.0,-1.0,0.0013322187587618828,-0.006126197520643473,0.00348435016348958,0.0,0.0,0.0011225985363125801,0.9961422681808472,0.014704554341733456,0.2916254997253418,-0.48897698521614075,False,False
85,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0037068366073071957,-0.0005375046166591346,-0.03359712287783623,0.0,0.0,0.0,-1.0,0.00810431782156229,-0.0011561056599020958,-0.024876946583390236,0.0,0.0,0.015525193884968758,1.000616431236267,0.00704997731372714,0.29104167222976685,0.9108110666275024,True,False
84,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003640754846855998,-0.0005119662382639945,-0.037726301699876785,0.0,0.0,0.0,-1.0,0.0076406896114349365,-0.005762708839029074,-0.031966254115104675,0.0,0.0,0.017604418098926544,1.0044469833374023,0.00743074482306838,0.2920491099357605,0.9338104128837585,True,False
83,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0035441904328763485,-0.0004924550885334611,-0.0424472950398922,0.0,0.0,0.0,-1.0,0.014865857549011707,-0.003836766816675663,-0.018051141873002052,0.0,0.0,0.01378682442009449,1.005501389503479,0.015383504331111908,0.2950626313686371,0.7087262272834778,True,False
82,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003406270407140255,-0.00048185998457483947,-0.04784233123064041,0.0,0.0,0.0,-1.0,0.009707935154438019,-0.003356236731633544,-0.015743181109428406,0.0,0.0,0.00866499450057745,1.0018240213394165,0.016029244288802147,0.294082373380661,0.8004646897315979,True,False
81,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.003212793031707406,-0.000484096904983744,-0.05400433391332626,0.0,0.0,0.0,-1.0,0.005046573467552662,-0.006382212974131107,0.0016074255108833313,0.0,0.0,0.0012583499774336815,0.9927561283111572,0.023256413638591766,0.2948262393474579,-0.22271333634853363,False,False
80,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0029457625932991505,-0.0005051482585258782,-0.061038434505462646,0.0,0.0,0.0,-1.0,0.017795614898204803,-0.0007852916605770588,-0.0067822192795574665,0.0,0.0,-0.0016141198575496674,1.0012898445129395,0.025092579424381256,0.29688310623168945,0.3107379972934723,True,False
79,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.002583220135420561,-0.0005522548453882337,-0.06906390190124512,0.0,0.0,0.0,-1.0,0.0020326534286141396,-0.00814310647547245,-0.0017819933127611876,0.0,0.0,0.00830954872071743,1.003832221031189,0.02649621106684208,0.2988043427467346,0.20626740157604218,True,False
78,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0020992306526750326,-0.0006128345266915858,-0.07820390909910202,0.0,0.0,0.0,-1.0,0.00981317088007927,-0.0029597594402730465,-0.003877335460856557,0.0,0.0,0.010186681523919106,0.9893386363983154,0.029528632760047913,0.2983016073703766,0.3317643702030182,True,False
77,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0015070588560774922,-0.0006756734801456332,-0.07999999821186066,0.0,0.0,0.0,-1.0,0.007958536967635155,-0.0025535402819514275,-0.03665196895599365,0.0,0.0,0.011541045270860195,0.9921746253967285,0.01823049783706665,0.2940581440925598,0.9713491797447205,True,False
76,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.000826001341920346,-0.0007557356730103493,-0.07999999821186066,0.0,0.0,0.0,-1.0,0.009757516905665398,-0.0004016007296741009,-0.02878374233841896,0.0,0.0,0.021609432995319366,0.9794535636901855,0.02071796916425228,0.2947452664375305,0.9436978101730347,True,False
364,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01133969146758318,0.002205030992627144,-0.03212881088256836,0.0,0.0,0.008382940664887428,0.9956305027008057,0.015224511735141277,0.008346566930413246,nan,True,True
377,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.907677015988156e-05,0.0005925950245000422,0.0004074603202752769,0.0,0.0,0.0,-1.0,0.009288782253861427,0.0007603648118674755,-0.01811777427792549,0.0,0.0,0.011353936977684498,1.0003944635391235,0.009350287728011608,0.29139989614486694,-0.514496922492981,False,False
352,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.016187511384487152,0.0016248347237706184,-0.019999999552965164,0.0,0.0,-0.00166647310834378,1.0,0.01325009111315012,-0.0016562554519623518,-0.03240782767534256,0.0,0.0,0.014446469023823738,0.9918053150177002,0.006208779755979776,0.006133423652499914,0.9516299962997437,True,True
375,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-7.59823014959693e-05,0.0005311277345754206,0.0004109549627173692,0.0,0.0,0.0,-1.0,0.008847885765135288,-0.0014055287465453148,-0.03152630105614662,0.0,0.0,0.01778934895992279,1.013248085975647,0.014265927486121655,0.2962621748447418,-0.6489648222923279,False,False
374,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.008706208784133e-05,0.0004961881786584854,0.0004127279680687934,0.0,0.0,0.0,-1.0,0.014981421642005444,0.005844697821885347,-0.041226908564567566,0.0,0.0,0.004699115641415119,0.9890793561935425,0.02068321965634823,0.2936897277832031,-0.5321553945541382,False,False
373,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.467882435070351e-05,0.00045811725431121886,0.0004145184357184917,0.0,0.0,0.0,-1.0,0.01945234276354313,-0.003450359683483839,0.0023131268098950386,0.0,0.0,-0.009081761352717876,0.9841774702072144,0.008448035456240177,0.28837189078330994,-0.18293032050132751,True,False
372,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.979262929642573e-05,0.00041669546044431627,0.0004163265984971076,0.0,0.0,0.0,-1.0,-0.005983918905258179,-0.008930981159210205,0.007482648827135563,0.0,0.0,0.0024971431121230125,0.9966739416122437,0.007436041254550219,0.2887827455997467,-0.008836298249661922,True,False
371,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-9.545419743517414e-05,0.0003717615036293864,0.0004181525728199631,0.0,0.0,0.0,-1.0,0.017328418791294098,0.0032261316664516926,-0.03979753330349922,0.0,0.0,0.03482292965054512,0.9742016792297363,0.020164644345641136,0.29564550518989563,-0.6919997334480286,False,False
370,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0001016673122649081,0.00032328980159945786,0.000419996416894719,0.0,0.0,0.0,-1.0,0.0054762293584644794,-0.005858179181814194,-0.021492505446076393,0.0,0.0,0.004890902899205685,0.9941095113754272,0.011223956011235714,0.2903817296028137,-0.9270894527435303,False,False
369,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0001083903553080745,0.00027156545547768474,0.00042185146594420075,0.0,0.0,0.0,-1.0,0.012487788684666157,-0.004606401082128286,0.0018222597427666187,0.0,0.0,0.008274005725979805,1.0090103149414062,0.006291517522186041,0.2908798158168793,-0.26622313261032104,True,False
368,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00011632797395577654,0.0002177401474909857,0.0004224101430736482,0.0,0.0,0.0,-1.0,0.0007853023707866669,0.0007211104966700077,-0.03652820363640785,0.0,0.0,0.013773554936051369,0.9879728555679321,0.01278520468622446,0.2914431393146515,-0.8593289852142334,False,False
367,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00012647072435356677,0.00016303957090713084,0.00041894562309607863,0.0,0.0,0.0,-1.0,0.028730103746056557,0.0029535205103456974,-0.013578207232058048,0.0,0.0,0.011022801510989666,0.9968187808990479,0.015214736573398113,0.29335513710975647,-0.5931636095046997,False,False
365,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00012105236964998767,4.4792352127842605e-05,0.0003067830402869731,0.0,0.0,0.0,1.0,0.007971959188580513,-0.0031121280044317245,-0.01442086510360241,0.0,0.0,0.003737909719347954,1.0058135986328125,0.00865919329226017,0.005075584165751934,-0.9905536770820618,False,True
378,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.620708882110193e-05,0.0006195502355694771,0.00040573879959993064,0.0,0.0,0.0,-1.0,0.013234579004347324,-0.003927933983504772,-0.018100738525390625,0.0,0.0,0.00915067084133625,0.9873859882354736,0.012118249200284481,0.2904130816459656,-0.6294338703155518,False,False
363,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01258062943816185,0.0018211439019069076,-0.019999999552965164,0.0,0.0,-0.0017133005894720554,1.0,0.0038879839703440666,-0.005600995384156704,-0.008712589740753174,0.0,0.0,0.004183374345302582,0.9850916862487793,0.009134064428508282,0.0068867402151227,0.8122948408126831,True,True
362,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.012861909344792366,0.001802232931368053,-0.019999999552965164,0.0,0.0,-0.0017725233919918537,1.0,0.003468107432126999,-0.009235627949237823,-0.005920772906392813,0.0,0.0,0.013788807205855846,1.0043874979019165,0.011503629386425018,0.007779959589242935,0.5334936380386353,True,True
361,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.013151812367141247,0.0017812629230320454,-0.019999999552965164,0.0,0.0,-0.001728230738081038,1.0,0.01066338736563921,-0.001547355903312564,-0.07638589292764664,0.0,0.0,0.0472806878387928,0.9695687294006348,0.020734312012791634,0.0202347319573164,0.8993129134178162,True,True
360,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01345077808946371,0.0017723736818879843,-0.019999999552965164,0.0,0.0,-0.0016064494848251343,1.0,0.01159113273024559,-0.004032323602586985,-0.01611066609621048,0.0,0.0,0.009237880818545818,1.0020222663879395,0.0038512253668159246,0.003488610265776515,0.9622499942779541,True,True
359,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.013759126886725426,0.0017544763395562768,-0.019999999552965164,0.0,0.0,-0.0016326062614098191,1.0,0.012216100469231606,-0.001868617720901966,0.0006874797400087118,0.0,0.0,0.008657652884721756,0.9951257705688477,0.008617866784334183,0.005859727505594492,0.5014230608940125,False,True
358,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.014077051542699337,0.001729206065647304,-0.019999999552965164,0.0,0.0,-0.0016217378433793783,1.0,0.010118549689650536,-0.005046351812779903,-0.03207617253065109,0.0,0.0,0.018323231488466263,1.01723051071167,0.007603410631418228,0.008569387719035149,0.9296624660491943,True,True
357,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.014404196292161942,0.0016835695132613182,-0.019999999552965164,0.0,0.0,-0.0017883911496028304,1.0,0.00011750869452953339,-0.011503001675009727,-0.013829251751303673,0.0,0.0,0.008132942020893097,0.9989991188049316,0.011214668862521648,0.006366603076457977,0.5826165080070496,True,True
356,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.014740665443241596,0.001675416249781847,-0.019999999552965164,0.0,0.0,-0.0017750435508787632,1.0,0.012789355590939522,0.005213733296841383,-0.025548478588461876,0.0,0.0,0.023618802428245544,0.9816960096359253,0.003679368644952774,0.007819420658051968,0.9792829751968384,True,True
355,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.015087570995092392,0.001667759963311255,-0.019999999552965164,0.0,0.0,-0.0016892004059627652,1.0,0.010173160582780838,-0.004289861302822828,-0.005333819426596165,0.0,0.0,0.006184698082506657,1.0049717426300049,0.008512737229466438,0.005483407527208328,0.8218239545822144,True,True
354,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01544401329010725,0.0016148252179846168,-0.019999999552965164,0.0,0.0,-0.0018023705342784524,1.0,0.006075029727071524,-0.0052493116818368435,-0.024074837565422058,0.0,0.0,0.01127193309366703,0.9848489761352539,0.0067693195305764675,0.006933326832950115,0.8821215033531189,True,True
353,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.015810653567314148,0.0016004678327590227,-0.019999999552965164,0.0,0.0,-0.001796357217244804,1.0,0.014278167858719826,-0.0042937761172652245,-0.019184550270438194,0.0,0.0,0.0012310724705457687,0.9908218383789062,0.0027473929803818464,0.0029211100190877914,0.970838725566864,True,True
98,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.002014616969972849,-0.0019902396015822887,-0.05898125469684601,0.0,0.0,0.0,-1.0,0.008133655413985252,-0.0025425408966839314,-0.02258123829960823,0.0,0.0,0.0016971342265605927,1.0012235641479492,0.015700196847319603,0.2928601801395416,0.9265705347061157,True,False
24,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.07999999821186066,-0.07999999821186066,-0.006068461108952761,0.0,0.0,0.0,-1.0,0.005039865151047707,-0.0055583687499165535,-0.03844429552555084,0.0,0.0,0.003939500078558922,0.9861361980438232,0.06059253215789795,0.3102647662162781,0.24361850321292877,True,False
383,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,0.07999999821186066,0.0,0.0,0.0,-1.0,0.010815688408911228,-0.0005120132118463516,-0.02369648404419422,0.0,0.0,0.009585159830749035,0.9985975027084351,0.03834139183163643,0.30331525206565857,-0.9095451831817627,False,False
382,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-5.793697710032575e-05,0.00070640177000314,0.00039902303251437843,0.0,0.0,0.0,-1.0,0.009757157415151596,-0.007948609068989754,-0.029363853856921196,0.0,0.0,0.007336558774113655,0.9988552331924438,0.016077660024166107,0.2934892475605011,-0.6887460947036743,False,False
381,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-5.957598114036955e-05,0.0006875057588331401,0.00040067662484943867,0.0,0.0,0.0,-1.0,0.011700320057570934,-0.005827980116009712,-0.0031529346015304327,0.0,0.0,0.007860374636948109,0.9838944673538208,0.007276331540197134,0.287654846906662,-0.5561293363571167,False,False
380,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.148393003968522e-05,0.0006668360438197851,0.0004023470391985029,0.0,0.0,0.0,-1.0,0.0056933253072202206,0.002875331323593855,-0.011581512168049812,0.0,0.0,0.010559828951954842,0.9885811805725098,0.00664905458688736,0.28844118118286133,-0.29938751459121704,False,False
379,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.368550384650007e-05,0.0006442390149459243,0.00040403439197689295,0.0,0.0,0.0,-1.0,0.0035966606810688972,-0.00779290497303009,-0.014372062869369984,0.0,0.0,0.009518636390566826,0.9924160242080688,0.008957862854003906,0.2898297607898712,-0.865509033203125,False,False
159,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.448534259106964e-05,0.001610388862900436,0.07999999821186066,0.0,0.0,0.0,1.0,-0.0030312268063426018,-0.004728368949145079,-0.007503042463213205,0.0,0.0,0.0005894135683774948,0.992512583732605,0.03226951137185097,0.01498362421989441,-0.8102788329124451,False,True
171,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00025541739887557924,0.0022897152230143547,0.07999999821186066,0.0,0.0,0.0,1.0,0.009223449043929577,0.0010995334014296532,-0.03307804465293884,0.0,0.0,0.006463755387812853,0.9827289581298828,0.04107875004410744,0.020995864644646645,-0.9605890512466431,False,True
170,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00023597985273227096,0.002242671325802803,0.07999999821186066,0.0,0.0,0.0,1.0,0.010272035375237465,-0.0028520761989057064,-0.011012262664735317,0.0,0.0,-0.003124975599348545,0.995133638381958,0.035381022840738297,0.01630491390824318,-0.7214376330375671,False,True
169,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0002148188214050606,0.0021940574515610933,0.07999999821186066,0.0,0.0,0.0,1.0,0.00962021853774786,0.0073204948566854,-0.030448565259575844,0.0,0.0,0.015626221895217896,0.9937502145767212,0.0416601337492466,0.020979484543204308,-0.9221608638763428,False,True
168,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00019199639791622758,0.00214385986328125,0.07999999821186066,0.0,0.0,0.0,1.0,0.009825076907873154,-0.0010796645656228065,-0.009565655142068863,0.0,0.0,-0.0016115512698888779,0.9852168560028076,0.034140750765800476,0.01697384938597679,-0.6955694556236267,False,True
167,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00016749514907132834,0.0020920250099152327,0.07999999821186066,0.0,0.0,0.0,1.0,0.00757522601634264,-0.0046084243804216385,-0.00069984927540645,0.0,0.0,0.003899388015270233,0.9996788501739502,0.03160267695784569,0.014146937988698483,-0.09041855484247208,False,True
166,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00014139851555228233,0.002038512611761689,0.07999999821186066,0.0,0.0,0.0,1.0,0.008198791183531284,0.002835907507687807,-0.035756878554821014,0.0,0.0,0.03132852539420128,0.9744317531585693,0.041537221521139145,0.025929776951670647,-0.9691323041915894,False,True
165,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.00011389712744858116,0.001983292866498232,0.07999999821186066,0.0,0.0,0.0,1.0,0.0072905076667666435,-0.0028563232626765966,-0.024351347237825394,0.0,0.0,0.017026495188474655,0.9919507503509521,0.03878919035196304,0.020206186920404434,-0.9540644288063049,False,True
164,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",8.514050568919629e-05,0.0019262876594439149,0.07999999821186066,0.0,0.0,0.0,1.0,0.012727913446724415,0.0006764233112335205,-0.006656444165855646,0.0,0.0,0.008476817980408669,1.005934715270996,0.03351635858416557,0.016422944143414497,-0.4607085585594177,False,True
163,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",5.5430213251383975e-05,0.001867425162345171,0.07999999821186066,0.0,0.0,0.0,1.0,0.02397424727678299,-0.0009473646059632301,-0.024945653975009918,0.0,0.0,-8.128117769956589e-05,0.9925280809402466,0.04389308765530586,0.019890353083610535,-0.7206980586051941,False,True
162,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",2.5103148800553754e-05,0.001806580345146358,0.07999999821186066,0.0,0.0,0.0,1.0,0.02383800968527794,-0.0011643823236227036,-0.04157552123069763,0.0,0.0,0.011224634945392609,0.9864870309829712,0.04945312812924385,0.024728139862418175,-0.8674333691596985,False,True
161,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-5.562931164604379e-06,0.001743554137647152,0.07999999821186066,0.0,0.0,0.0,1.0,0.00865540187805891,-0.006369889248162508,0.00721844844520092,0.0,0.0,0.00033928733319044113,0.990416407585144,0.029851986095309258,0.01421126164495945,0.5466838479042053,True,True
160,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-3.540771285770461e-05,0.001678349100984633,0.07999999821186066,0.0,0.0,0.0,1.0,0.011655007489025593,-0.004753234796226025,-0.011030982248485088,0.0,0.0,0.006257120985537767,0.9994708299636841,0.036384325474500656,0.016562752425670624,-0.6652117967605591,False,True
172,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0002732774300966412,0.0023352601565420628,0.07999999821186066,0.0,0.0,0.0,1.0,0.013157372362911701,0.00043025100603699684,-0.018695596605539322,0.0,0.0,0.007429448422044516,0.9978291988372803,0.0378282330930233,0.017583563923835754,-0.8147698640823364,False,True
158,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-9.191928256768733e-05,0.0015393156791105866,0.07999999821186066,0.0,0.0,0.0,1.0,0.01137747522443533,0.0026588723994791508,-0.02234211564064026,0.0,0.0,0.014188380911946297,0.9948408603668213,0.038310352712869644,0.019182654097676277,-0.8844658136367798,False,True
157,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00011706007353495806,0.0014645099872723222,0.07999999821186066,0.0,0.0,0.0,1.0,0.004079966805875301,-0.008278467692434788,-0.014444428496062756,0.0,0.0,0.0005214130505919456,0.9808454513549805,0.03612814471125603,0.01829434372484684,-0.851719081401825,False,True
