idx,task,label_x,label_y,label_z,label_rx,label_ry,label_rz,label_gripper,pred_x,pred_y,pred_z,pred_rx,pred_ry,pred_rz,pred_gripper,mae_xyz,mae_action,cos_xyz,sign_z_match,sign_gripper_match
10,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.009997020475566387,-0.0031033451668918133,-0.03577231243252754,0.0,0.0,0.0,1.0,0.013375772163271904,-0.01130256149917841,-0.01923159696161747,0.0,0.0,0.013284394517540932,1.026888132095337,0.016037574037909508,0.01261217799037695,0.6078877449035645,True,True
11,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.010335203260183334,-0.003090828424319625,-0.03571217879652977,0.0,0.0,0.0,1.0,0.012646283954381943,-0.004666448570787907,-0.012023331597447395,0.0,0.0,0.011874516494572163,1.0455971956253052,0.01608198508620262,0.015102523379027843,0.46464526653289795,True,True
12,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.010662064887583256,-0.0030793375335633755,-0.03564992547035217,0.0,0.0,0.0,1.0,0.007323993369936943,-0.005314605310559273,-0.0005814777687191963,0.0,0.0,-0.0037294747307896614,1.0467973947525024,0.01842992566525936,0.01511666364967823,-0.12108072638511658,True,True
13,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.01097877323627472,-0.003068109042942524,-0.035587359219789505,0.0,0.0,0.0,1.0,0.008099275641143322,-0.003556810785084963,-0.012264380231499672,0.0,0.0,0.012878446839749813,1.0332425832748413,0.014296576380729675,0.012715823017060757,0.6343411207199097,True,True
14,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.011285964399576187,-0.003056158544495702,-0.035526059567928314,0.0,0.0,0.0,1.0,0.018343744799494743,-0.008905649185180664,-0.019922340288758278,0.0,0.0,0.0030022463761270046,1.0438847541809082,0.017027638852596283,0.013995702378451824,0.49516379833221436,True,True
15,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,0.07999999821186066,0.0,0.0,0.0,1.0,0.00035926513373851776,-0.016050320118665695,0.014634243212640285,0.0,0.0,-0.02054845169186592,1.0148415565490723,0.02725844644010067,0.016737906262278557,0.673664927482605,True,True
16,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00022148874995764345,-4.681727205024799e-06,0.07999999821186066,0.0,0.0,0.0,1.0,0.015617972239851952,-0.006930184550583363,-0.03151527792215347,0.0,0.0,0.012757211923599243,1.0420628786087036,0.0447600781917572,0.02701433189213276,-0.8802996873855591,False,True
17,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00026088501908816397,8.950209303293377e-05,0.07999999821186066,0.0,0.0,0.0,1.0,0.006748706568032503,-0.013045128434896469,-0.0273726899176836,0.0,0.0,-0.01570838689804077,1.042921543121338,0.04250563681125641,0.026592405512928963,-0.8823381066322327,False,True
18,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0002409221779089421,0.00025232136249542236,0.07999999821186066,0.0,0.0,0.0,1.0,0.00923505425453186,-0.012878024950623512,0.016098806634545326,0.0,0.0,-0.004823194816708565,1.0442475080490112,0.0288358386605978,0.01936831697821617,0.7096207141876221,True,True
19,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00022150659060571343,0.00042478484101593494,0.07999999821186066,0.0,0.0,0.0,1.0,0.010573208332061768,-0.010323528200387955,-0.013930505141615868,0.0,0.0,0.012220646254718304,1.0531891584396362,0.038491178303956985,0.025840476155281067,-0.6900797486305237,False,True
5529,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.001387447235174477,-0.019999999552965164,0.0,0.0,-0.001542396261356771,1.0,0.00916372425854206,-0.011526210233569145,-0.01021232083439827,0.0,0.0,-0.00573026854544878,1.0361725091934204,0.011179204098880291,0.010556855238974094,0.7321376800537109,True,True
5530,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01997843012213707,0.0013586485292762518,-0.019999999552965164,0.0,0.0,-0.0017976479139178991,1.0,0.021304212510585785,-0.010311589576303959,-0.016974303871393204,0.0,0.0,0.005515698809176683,1.036226749420166,0.0053405724465847015,0.008508830331265926,0.9111824631690979,True,True
5707,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.001287096063606441,-0.019999999552965164,0.0,0.0,-0.0017916185315698385,1.0,0.003728753887116909,-0.011528929695487022,-0.02130988799035549,0.0,0.0,0.007961302064359188,1.0282758474349976,0.010132386349141598,0.009775131940841675,0.7001171708106995,True,True
5531,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01952299475669861,0.0014176762197166681,-0.019999999552965164,0.0,0.0,-0.0017037643119692802,1.0,0.010674878023564816,-0.011566630564630032,-0.02629365399479866,0.0,0.0,-0.014561490155756474,1.025434970855713,0.009375358931720257,0.009488396346569061,0.8370915055274963,True,True
5705,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.001213245210237801,-0.019999999552965164,0.0,0.0,-0.0017869105795398355,1.0,0.011658628471195698,-0.009142878465354443,0.008076446130871773,0.0,0.0,-0.014736409299075603,1.0399754047393799,0.015591313131153584,0.014242691919207573,0.12675055861473083,False,True
5532,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01907356269657612,0.0014048346783965826,-0.019999999552965164,0.0,0.0,-0.0018163936911150813,1.0,0.006413023918867111,-0.012666335329413414,-0.004542679525911808,0.0,0.0,-0.0041151996701955795,1.0266379117965698,0.014063009060919285,0.010160820558667183,0.47364822030067444,True,True
5704,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0012075466802343726,-0.019999999552965164,0.0,0.0,-0.0018973557744175196,1.0,0.0071442704647779465,-0.012057194486260414,-0.02598765678703785,0.0,0.0,0.003023938275873661,1.0299961566925049,0.010702709667384624,0.009575082920491695,0.7753276824951172,True,True
5533,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.018632471561431885,0.0014763552462682128,-0.019999999552965164,0.0,0.0,-0.001684735412709415,1.0,0.010155163705348969,-0.01276098657399416,-0.0076381610706448555,0.0,0.0,0.007177246734499931,-0.9271735548973083,0.011692162603139877,0.2815874516963959,0.6554906964302063,True,False
5534,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.018200555816292763,0.0014687211951240897,-0.019999999552965164,0.0,0.0,-0.0017988760955631733,1.0,0.006984723266214132,-0.009908903390169144,-0.041508544236421585,0.0,0.0,0.014151345938444138,-0.9376357197761536,0.01470066700130701,0.28538399934768677,0.8050168752670288,True,False
5703,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0011318166507408023,-0.019999999552965164,0.0,0.0,-0.0019969611894339323,1.0,0.011637328192591667,-0.007916025817394257,0.01013130322098732,0.0,0.0,-0.004129732958972454,1.0356881618499756,0.01584727130830288,0.0121946781873703,0.043107472360134125,False,True
5535,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.017779475077986717,0.0014956487575545907,-0.019999999552965164,0.0,0.0,-0.001826434745453298,1.0,0.006769614294171333,-0.011878076940774918,-0.018115559592843056,0.0,0.0,0.012763001024723053,1.0282607078552246,0.008756008930504322,0.00987402442842722,0.7642870545387268,True,True
5576,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0007283672457560897,0.0015774434432387352,0.07124846428632736,0.0,0.0,0.0,-1.0,0.019162556156516075,-0.0005401512607932091,0.0009768391028046608,0.0,0.0,0.01061241328716278,1.0230419635772705,0.03076004795730114,0.3037049472332001,0.04004963859915733,True,False
5536,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0173685010522604,0.0015311007155105472,-0.019999999552965164,0.0,0.0,-0.001704273745417595,1.0,0.01231473684310913,-0.014603469520807266,0.012605385854840279,0.0,0.0,-0.016652464866638184,1.0424028635025024,0.017931239679455757,0.015877824276685715,-0.09975693374872208,False,True
5701,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0009190250420942903,-0.019999999552965164,0.0,0.0,-0.0019621539395302534,1.0,0.011325571686029434,-0.006250343751162291,-0.0011839413782581687,0.0,0.0,-0.000293465331196785,1.023332118988037,0.011553284712135792,0.00852295197546482,0.6649723649024963,True,True
5537,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.016967151314020157,0.0015720967203378677,-0.019999999552965164,0.0,0.0,-0.0016976366750895977,1.0,0.015298975631594658,-0.007499067112803459,-0.012872773222625256,0.0,0.0,0.0007869387045502663,1.0410739183425903,0.0059555224142968655,0.008775008842349052,0.9004979729652405,True,True
5538,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01657448336482048,0.001561073586344719,-0.019999999552965164,0.0,0.0,-0.0018386471783742309,1.0,0.012347265146672726,-0.004700443707406521,0.006355712190270424,0.0,0.0,-0.026200629770755768,1.023413896560669,0.012281482107937336,0.012088618241250515,0.1839994639158249,False,True
5539,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.016187511384487152,0.0016248347237706184,-0.019999999552965164,0.0,0.0,-0.00166647310834378,1.0,0.009593313559889793,-0.01068198774009943,-0.007081212475895882,0.0,0.0,0.013632546178996563,1.0476748943328857,0.01060660183429718,0.013541960157454014,0.6773484349250793,True,True
5699,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0006032261881045997,0.0024245455861091614,0.04785418510437012,0.0,0.0,0.0,-1.0,0.011391028761863708,-0.0018447651527822018,-0.02756994590163231,0.0,0.0,0.01725129410624504,1.0506510734558105,0.030562566593289375,0.3085128664970398,-0.9291245937347412,False,False
5540,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.015810653567314148,0.0016004678327590227,-0.019999999552965164,0.0,0.0,-0.001796357217244804,1.0,0.011824522167444229,-0.011547161266207695,-0.004708204418420792,0.0,0.0,-0.007511281408369541,1.0276774168014526,0.010808519087731838,0.009402556344866753,0.5982784628868103,True,True
5541,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.01544401329010725,0.0016148252179846168,-0.019999999552965164,0.0,0.0,-0.0018023705342784524,1.0,0.011881818994879723,-0.013872751966118813,0.007259354926645756,0.0,0.0,0.002529711462557316,1.0421305894851685,0.015436374582350254,0.013253114186227322,0.031975988298654556,False,True
5542,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.015087570995092392,0.001667759963311255,-0.019999999552965164,0.0,0.0,-0.0016892004059627652,1.0,0.00035107415169477463,0.0013018152676522732,-0.038782600313425064,0.0,0.0,0.01888343133032322,1.0201901197433472,0.011295014061033726,0.010663971304893494,0.8037397265434265,True,True
5543,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.014740665443241596,0.001675416249781847,-0.019999999552965164,0.0,0.0,-0.0017750435508787632,1.0,0.01217687875032425,-0.01350510586053133,-0.027435043826699257,0.0,0.0,0.0009846612811088562,1.0376720428466797,0.008393118157982826,0.00937301479279995,0.8608496785163879,True,True
5698,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0006860974826849997,0.0021932790987193584,0.05457179248332977,0.0,0.0,0.0,-1.0,0.02324698492884636,0.0036143497563898563,0.002992009511217475,0.0,0.0,0.012666911818087101,1.0284167528152466,0.02564464509487152,0.30257391929626465,0.11985623836517334,True,False
5558,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-9.545419743517414e-05,0.0003717615036293864,0.0004181525728199631,0.0,0.0,0.0,-1.0,0.007191408891230822,-0.007852175273001194,-0.008623262867331505,0.0,0.0,0.014563320204615593,1.0363318920135498,0.008184071630239487,0.29649248719215393,-0.9272732734680176,False,False
5569,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-5.793697710032575e-05,0.00070640177000314,0.00039902303251437843,0.0,0.0,0.0,-1.0,0.02054017037153244,-0.005144130438566208,-0.020442185923457146,0.0,0.0,0.008498486131429672,1.0459418296813965,0.015763282775878906,0.3002471625804901,-0.5422369241714478,False,False
5568,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-5.957598114036955e-05,0.0006875057588331401,0.00040067662484943867,0.0,0.0,0.0,-1.0,0.0159527026116848,-0.009956007823348045,-0.032679565250873566,0.0,0.0,0.1123180091381073,0.969642162322998,0.019912011921405792,0.3059566020965576,-0.6943064332008362,False,False
5685,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.620708882110193e-05,0.0006195502355694771,0.00040573879959993064,0.0,0.0,0.0,-1.0,0.011076068505644798,-0.0060126506723463535,-0.010094703175127506,0.0,0.0,0.009664545767009258,1.0353710651397705,0.009424972347915173,0.29618722200393677,-0.7124921679496765,False,False
5570,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,0.07999999821186066,0.0,0.0,0.0,-1.0,0.012588455341756344,-0.01282128132879734,-0.011300305835902691,0.0,0.0,0.011729191988706589,1.0382609367370605,0.03890334442257881,0.3095285892486572,-0.5323755145072937,False,False
5571,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-4.859553155256435e-05,-1.3495483699443866e-06,0.07999999821186066,0.0,0.0,0.0,-1.0,0.011310353875160217,-0.011451059021055698,-0.0034923662897199392,0.0,0.0,-0.005902414210140705,1.023107886314392,0.03543367609381676,0.3050444722175598,-0.21245473623275757,False,False
5684,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.907677015988156e-05,0.0005925950245000422,0.0004074603202752769,0.0,0.0,0.0,-1.0,-0.0005523199215531349,-0.011971991509199142,0.0024597051087766886,0.0,0.0,0.0018642125651240349,1.0518951416015625,0.005033358000218868,0.2955513298511505,-0.6849296689033508,True,False
5572,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00021296710474416614,9.05487104319036e-05,0.07999999821186066,0.0,0.0,0.0,-1.0,0.006497844122350216,-0.01003503892570734,-0.022952012717723846,0.0,0.0,0.012600556947290897,1.0284854173660278,0.03992946818470955,0.30869632959365845,-0.8880032896995544,False,False
5567,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.148393003968522e-05,0.0006668360438197851,0.0004023470391985029,0.0,0.0,0.0,-1.0,0.011729280464351177,-0.010473901405930519,-0.04183761030435562,0.0,0.0,0.040883876383304596,1.0162255764007568,0.02172381989657879,0.303182989358902,-0.7027614116668701,False,False
5566,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.368550384650007e-05,0.0006442390149459243,0.00040403439197689295,0.0,0.0,0.0,-1.0,0.0020916610956192017,-0.011034633032977581,0.003618128364905715,0.0,0.0,-0.008592012338340282,1.031467080116272,0.005682770628482103,0.2938724458217621,-0.6419422626495361,True,False
5565,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.620708882110193e-05,0.0006195502355694771,0.00040573879959993064,0.0,0.0,0.0,-1.0,0.014119657687842846,-0.011010552756488323,0.0062620192766189575,0.0,0.0,-0.013324215076863766,1.0385363101959229,0.010557415895164013,0.29764753580093384,-0.36980247497558594,True,False
5573,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00037730138865299523,0.00039188694790937006,0.07999999821186066,0.0,0.0,0.0,-1.0,0.012878067791461945,-0.00600748835131526,0.005788210779428482,0.0,0.0,0.009449426084756851,1.0393658876419067,0.03128884360194206,0.3060974180698395,0.3713451027870178,True,False
5564,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-6.907677015988156e-05,0.0005925950245000422,0.0004074603202752769,0.0,0.0,0.0,-1.0,0.013192502781748772,-0.012064818292856216,0.007323872298002243,0.0,0.0,-0.003421153873205185,-0.9340739846229553,0.010945134796202183,0.014597510918974876,-0.36371639370918274,True,True
5574,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0005176226841285825,0.0007858055178076029,0.07999999821186066,0.0,0.0,0.0,-1.0,0.012863943353295326,-0.011215722188353539,-0.025643538683652878,0.0,0.0,0.00863046944141388,1.0206120014190674,0.04367554187774658,0.30860987305641174,-0.8387044072151184,False,False
5683,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-7.232440839288756e-05,0.0005631876410916448,0.00040919907041825354,0.0,0.0,0.0,-1.0,0.013230732642114162,-0.010390110313892365,0.009514321573078632,0.0,0.0,-0.004422381520271301,1.0076591968536377,0.011120493523776531,0.29220613837242126,-0.21551504731178284,True,False
5562,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-7.59823014959693e-05,0.0005311277345754206,0.0004109549627173692,0.0,0.0,0.0,-1.0,0.019722938537597656,-0.01096146646887064,-0.031159933656454086,0.0,0.0,0.010561185888946056,1.035170078277588,0.020954133942723274,0.3012276589870453,-0.7740506529808044,False,False
5561,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.008706208784133e-05,0.0004961881786584854,0.0004127279680687934,0.0,0.0,0.0,-1.0,0.015850776806473732,-0.008956963196396828,-0.023808090016245842,0.0,0.0,-0.01241124328225851,1.0231093168258667,0.016534944996237755,0.2978750765323639,-0.7972444295883179,False,False
5560,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.467882435070351e-05,0.00045811725431121886,0.0004145184357184917,0.0,0.0,0.0,-1.0,0.02086728811264038,-0.00990227423608303,-0.006281533278524876,0.0,0.0,0.011745002120733261,1.0383222103118896,0.012669471092522144,0.2982965111732483,-0.5967344641685486,False,False
5563,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-7.232440839288756e-05,0.0005631876410916448,0.00040919907041825354,0.0,0.0,0.0,-1.0,0.01713201031088829,-0.008485544472932816,-0.0009310799068771303,0.0,0.0,0.011713757179677486,1.0273911952972412,0.009197781793773174,0.2952426075935364,-0.4776557981967926,False,False
5559,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-8.979262929642573e-05,0.00041669546044431627,0.0004163265984971076,0.0,0.0,0.0,-1.0,0.011242447420954704,-0.01532776840031147,-0.03144961968064308,0.0,0.0,-0.002136562019586563,1.0429438352584839,0.01964755170047283,0.30057474970817566,-0.9357828497886658,False,False
5575,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0006552450940944254,0.0011874483898282051,0.07999999821186066,0.0,0.0,0.0,-1.0,0.0028575481846928596,-0.011692596599459648,0.0011088177561759949,0.0,0.0,0.006034530699253082,1.0496852397918701,0.03176133707165718,0.30728626251220703,0.07542619854211807,True,False
13252,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,-0.07999999821186066,0.0,0.0,0.0,-1.0,0.00879654474556446,-0.010613367892801762,0.004979517310857773,0.0,0.0,-0.014408108778297901,1.037023901939392,0.03479647636413574,0.30797451734542847,-0.33974379301071167,False,False
15724,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.014637812040746212,-0.0074003152549266815,0.0034102925565093756,0.0,0.0,0.011056347750127316,1.0491975545883179,0.011309456080198288,0.013454609550535679,-0.09765580296516418,False,True
16904,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.01476437970995903,-0.010717161931097507,-0.01474995817989111,0.0,0.0,0.012321099638938904,1.0474756956100464,0.00867372564971447,0.012259709648787975,0.7138994932174683,True,True
12540,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.0035441904328763485,-0.0004924550885334611,-0.0424472950398922,0.0,0.0,0.0,-1.0,0.014945250935852528,-0.010905701667070389,-0.012303831055760384,0.0,0.0,0.003610712941735983,1.042929768562317,0.01968204975128174,0.30079808831214905,0.501508355140686,True,False
12509,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.019610151648521423,-0.010248679667711258,-0.014634964987635612,0.0,0.0,-0.015414002351462841,1.0408711433410645,0.010094490833580494,0.0123669458553195,0.6187117695808411,True,True
5700,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0008076824015006423,-0.019999999552965164,0.0,0.0,-0.001843047677539289,1.0,0.009318474680185318,-0.01130673661828041,-0.009825052693486214,0.0,0.0,0.0027394406497478485,1.023692011833191,0.010990296490490437,0.00874934159219265,0.7487214803695679,True,True
7380,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0008076824015006423,-0.019999999552965164,0.0,0.0,-0.001843047677539289,1.0,0.011774119921028614,-0.012152621522545815,0.004822731949388981,0.0,0.0,-0.0016168402507901192,1.04384446144104,0.015336304903030396,0.012868511490523815,0.25953686237335205,False,True
13718,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.01125459372997284,-0.011466233059763908,-0.014963195659220219,0.0,0.0,-0.001758446916937828,1.05033540725708,0.007824567146599293,0.01079536508768797,0.7845356464385986,True,True
6300,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0008076824015006423,-0.019999999552965164,0.0,0.0,-0.001843047677539289,1.0,0.004812419414520264,0.0007023527286946774,-0.009129403159022331,0.0,0.0,0.009492994286119938,1.0175782442092896,0.008721169084310532,0.007868255488574505,0.9545990824699402,True,True
16320,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,-0.07999999821186066,0.0,0.0,0.0,-1.0,0.012621424160897732,-0.005573330447077751,0.011287618428468704,0.0,0.0,-0.030545834451913834,1.032881259918213,0.036494120955467224,0.310415655374527,-0.6332045197486877,False,False
15252,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.008944453671574593,-0.014212993904948235,0.007647751830518246,0.0,0.0,-0.01733243837952614,1.0321556329727173,0.013095048256218433,0.012681888416409492,-0.20615753531455994,False,True
6360,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.019999999552965164,0.0008076824015006423,-0.019999999552965164,0.0,0.0,-0.001843047677539289,1.0,0.02459610253572464,0.0007440042681992054,-0.025218136608600616,0.0,0.0,0.0038458150811493397,1.0034058094024658,0.003292639506980777,0.0027103701140731573,0.9998944401741028,True,True
12629,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00024348356237169355,-0.0031086697708815336,-0.011345135979354382,0.0,0.0,0.0,1.0,0.008037829771637917,-0.012953735888004303,-0.0011632919777184725,0.0,0.0,-0.002232109196484089,1.0231986045837402,0.009436074644327164,0.007676991168409586,0.2863385081291199,True,True
7233,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",-0.00014328407996799797,0.00010679534170776606,0.00039119183202274144,0.0,0.0,0.0,-1.0,0.012435605749487877,-0.011530150659382343,0.03386231139302254,0.0,0.0,-0.0014216406270861626,1.0422558784484863,0.019228985533118248,0.3001949191093445,0.6282963752746582,True,False
16792,"Pick up the red rectangular peg, keep it vertical, and insert it into the rectangular slot.",0.0,0.0,-0.07999999821186066,0.0,0.0,0.0,-1.0,0.011522994376718998,-0.007456496357917786,-0.012953625991940498,0.0,0.0,0.012333879247307777,1.0294208526611328,0.02867528796195984,0.3039686679840088,0.6863719820976257,True,False
